Brief Name,Client,Shortlisted Agency,Agency Skills,Agency Industries,Service Description,Agency Description,Agency services,Other Services,Vision,Industry Experience,Agency Locations,Brief Region,Status,Winning Agency,Number of Agencies Shortlisted Brief,Client_WA_Interaction,Project extension with same agency,Client selected agency themselves from marketplace,Right geography / time zone,Strong skill set match,Deep / relevant sector expertise,Good cultural fit,Right price level,Strong track record,Match Score,Lead_George Patten,Lead_Gideon Hyde,Lead_Hannah Fraser,Lead_Kate Walker,Lead_Paul Bowman,Lead_Peter Sayburn,Lead_Phil Kohler,Lead_Robin Scarborough,Sub Brief Taxonomy,Main Brief Taxonomy
Choose Your Adventure,Aviva,Innovate Live,"(Customer_Experience_Design), (Spatial_Design), (UX_/_UI_Design), (AR_/_VR), (Blockchain_/_Web_3), (Mobile_App_Development), (Software_Development), (Web_Development), (Advertising), (Creative_Production), (Digital_Campaign_Development), (Video_Production), (Events), (Experiential_Marketing), (Internal_Communications), (Learning_&_Development)",(Entertainment),Bespoke Technical Solutions,Bespoke Technical Solutions,"(Creative_&_Production), (Software_Development), (Digital_Marketing)",,,,United Kingdom,united kingdom,Brief Abandoned,unknown,1,1.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,0,0,1,0,0,0,(Experiential_Marketing),(Media_Public Relations & Events)
DW - Pension Consolidation journey design,Aviva,Nimbletank,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Loyalty_Strategy), (Product_Strategy), (Dashboarding_&_Measurement), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Software_Development), (Employee_Experience)","(Alcoholic_Beverages), (Automotive), (Education), (Financial_Services), (Healthcare), (Professional_Services), (Retail), (Technology), (Information_and_Media), (Utilities), (Scale-up), (Start-up)",Creative certainty for the world's leading brands,Forward thinkers for change makers,"(Proposition_Design), (UX/UI_Design), (Software_Development), (Research_&_Insight), (Strategic_Design)","(Prototyping), (Outcome_forecasting), (Research_and_strategy), (Customer_Experience), (Vision_and_proposition_design), (Product_and_service_design), (UX/UI_design), (User_testing), (modelling_and_value_case_creation)",Creative Certainty for the World's Leading Brands,"Healthcare,Tech,Retail,Financial Services,Gold,Music,Energy",United Kingdom,united kingdom,Archived,NMD+,3,3.0,0,0.0,1,1,0,0,0,0,0.3255813953488372,0,0,0,0,0,0,1,0,(Proposition_Design),(Experience & Design)
DW - Pension Consolidation journey design,Aviva,NMD+,,,,,,,,,United Kingdom,united kingdom,Archived,NMD+,3,3.0,0,0.0,1,1,1,0,0,0,0.5581395348837208,0,0,0,0,0,0,1,0,(Proposition_Design),(Experience & Design)
DW - Pension Consolidation journey design,Aviva,Shoreditch Design Studio,"(Brand_Design), (UX_&_UI_Design), (Mobile_App_Development), (Brand_Strategy), (Video_Production)",(B2B),The creative agency for your next big thing,The creative agency for your next big thing,"(Strategic_Design), (UX/UI_Design)","(Product_Design), (Print_Design), (Animation), (Illustration)","We create high quality digital design for businesses. UI, UX, branding, illustration, mobile design and more. You talk directly to designers who will turn your expectations into reality at speed.","Automotive,Fitness,Health,Insurance,Fintech,Tech,Retail","Australia, United Kingdom, United States",united kingdom,Archived,NMD+,3,3.0,0,0.0,1,1,0,0,0,0,0.3255813953488372,0,0,0,0,0,0,1,0,(Proposition_Design),(Experience & Design)
Generative AI,Aviva,xDesign,"(Business_Strategy), (Customer_Strategy), (Data_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Sustainability_Strategy), (Customer_Data_Platforms), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (Future_Trends), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (Service_Design), (Spatial_Design), (UX_/_UI_Design), (AR_/_VR), (Artificial_Intelligence), (Blockchain_/_Web_3), (CMS_/_DXP), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Mobile_App_Development), (Software_Development), (Web_Development), (Change_Management), (Employee_Experience), (EVP_/_Employer_Branding), (Internal_Communications), (Learning_&_Development), (Purpose), (Values_&_Culture), (Recruitment_Campaigns)","(Administrative_and_Support_Services), (Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Government), (Grocery), (Healthcare), (Hospitality), (Industry_Associations), (Manufacturing), (Not-for-Profit), (Oil), (Gas), (and_Mining), (Pharmaceutical), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Travel_and_Tourism), (Utilities), (Scale-up), (Start-up)",Software Engineering Agency,We accelerate global brands digital product delivery.,(Software_Development),"(Software_Engineering), (Mobile_App_Development), (Web_App_Development)",,,"United Kingdom, United States",united kingdom,Matching,unknown,1,1.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,0,0,1,0,0,0,(User_Experience/User_Interface_Design),(Experience & Design)
Escape Room Norwich,Aviva,Innovate Live,"(Customer_Experience_Design), (Spatial_Design), (UX_/_UI_Design), (AR_/_VR), (Blockchain_/_Web_3), (Mobile_App_Development), (Software_Development), (Web_Development), (Advertising), (Creative_Production), (Digital_Campaign_Development), (Video_Production), (Events), (Experiential_Marketing), (Internal_Communications), (Learning_&_Development)",(Entertainment),Bespoke Technical Solutions,Bespoke Technical Solutions,"(Creative_&_Production), (Software_Development), (Digital_Marketing)",,,,United Kingdom,united kingdom,Finished,Innovate Live,1,5.0,1,0.0,0,0,0,0,0,0,0.0465116279069767,0,0,0,0,1,0,0,0,"(Employee_Experience), (Event_Design), (Experiential_Marketing), (Internal_Communication), (Software_Development)","(Employer Brand & Experience), (Media_Public Relations & Events), (Tech & Development)"
Buddy Media Aviva,Aviva,Buddy Media,"(Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Social_Media), (Digital_Performance_Marketing), (Experiential_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (SEO_/_SEM), (Social_&_Influencer_Marketing)",(B2B),"A data-led, results-focused performance marketing agency.","A data-led, results-focused performance marketing agency.","(Marketing_Planning), (Digital_Marketing), (Social_&_Content)",(Experiential_&_Performance_Influencer),Pioneering social first marketing to deliver viral social activations,"Entertainment,Technology,Drinks,Hospitality,Financial Services",United Kingdom,united kingdom,Contracting,Buddy Media,1,8.0,1,0.0,0,0,0,0,0,0,0.0465116279069767,0,0,0,0,1,0,0,0,(Creative_Production),(Advertising_Brand & Creative)
Climate  Report,Aviva,Reed Words,"(Brand_Strategy), (Copywriting), (Corporate_Communications), (EVP_/_Employer_Branding), (Internal_Communications), (Purpose), (Values_&_Culture)","(Administrative_and_Support_Services), (Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Grocery), (Healthcare), (Hospitality), (Industry_Associations), (Not-for-Profit), (Pharmaceutical), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Travel_and_Tourism), (Utilities), (Scale-up), (Start-up)",Verbal branding and copy writing ,We make brands and business stronger through language.,"(Marketing_Planning), (Social_&_Content)","(Copywriting), (Naming), (Tone_of_Voice), (Brand_Voice), (Verbal_Identity)",Making Brands and Businesses Stronger Through Words,"FMCG,Retail,Non-Profit","United Kingdom, United States",united kingdom,Finished,Reed Words,1,5.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,0,0,1,0,0,0,(Copywriting),(Copywriting)
Innovation smoke tests,Aviva,Shoreditch Design Studio,"(Brand_Design), (UX_&_UI_Design), (Mobile_App_Development), (Brand_Strategy), (Video_Production)",(B2B),The creative agency for your next big thing,The creative agency for your next big thing,"(Strategic_Design), (UX/UI_Design)","(Product_Design), (Print_Design), (Animation), (Illustration)","We create high quality digital design for businesses. UI, UX, branding, illustration, mobile design and more. You talk directly to designers who will turn your expectations into reality at speed.","Automotive,Fitness,Health,Insurance,Fintech,Tech,Retail","Australia, United Kingdom, United States",united kingdom,Archived,Shoreditch Design Studio,1,7.0,0,0.0,1,1,0,1,1,1,0.6976744186046511,0,0,0,0,0,0,1,0,(User_Experience/User_Interface_Design),(Experience & Design)
Escape Room Hoxton,Aviva,Innovate Live,"(Customer_Experience_Design), (Spatial_Design), (UX_/_UI_Design), (AR_/_VR), (Blockchain_/_Web_3), (Mobile_App_Development), (Software_Development), (Web_Development), (Advertising), (Creative_Production), (Digital_Campaign_Development), (Video_Production), (Events), (Experiential_Marketing), (Internal_Communications), (Learning_&_Development)",(Entertainment),Bespoke Technical Solutions,Bespoke Technical Solutions,"(Creative_&_Production), (Software_Development), (Digital_Marketing)",,,,United Kingdom,united kingdom,Archived,Innovate Live,1,5.0,1,0.0,0,0,0,0,0,0,0.0465116279069767,0,0,0,0,1,0,0,0,"(Employee_Experience), (Event_Design), (Experiential_Marketing), (Internal_Communication), (Software_Development)","(Employer Brand & Experience), (Media_Public Relations & Events), (Tech & Development)"
Aviva Masterclass - TikTok,Aviva,Buddy Media,"(Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Social_Media), (Digital_Performance_Marketing), (Experiential_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (SEO_/_SEM), (Social_&_Influencer_Marketing)",(B2B),"A data-led, results-focused performance marketing agency.","A data-led, results-focused performance marketing agency.","(Marketing_Planning), (Digital_Marketing), (Social_&_Content)",(Experiential_&_Performance_Influencer),Pioneering social first marketing to deliver viral social activations,"Entertainment,Technology,Drinks,Hospitality,Financial Services",United Kingdom,united kingdom,Contracting,Buddy Media,1,8.0,1,0.0,0,0,0,0,0,0,0.0465116279069767,0,0,0,0,1,0,0,0,"(Social_Media), (Creative_Production)","(Media_Public Relations & Events), (Advertising_Brand & Creative)"
DW Media Buying,Aviva,GH05T Ltd.,"(Data_Analytics), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production)","(Alcoholic_Beverages), (Beauty), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Grocery), (Healthcare), (Pharmaceutical), (Start-up)",We are a social media agency operating in the brand space.,We are a social media agency operating in the brand space.,"(Brand_Strategy), (Creative_&_Production), (Marketing_Planning), (Social_&_Content), (Media_Buying)",,,,"United Kingdom, United States",united kingdom,Started,GH05T Ltd.,1,3.0,1,0.0,0,0,0,0,0,0,0.0465116279069767,0,0,0,0,1,0,0,0,(Media_Buying),(Media_Public Relations & Events)
DW Customer Strategy,Aviva,GH05T Ltd.,"(Data_Analytics), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production)","(Alcoholic_Beverages), (Beauty), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Grocery), (Healthcare), (Pharmaceutical), (Start-up)",We are a social media agency operating in the brand space.,We are a social media agency operating in the brand space.,"(Brand_Strategy), (Creative_&_Production), (Marketing_Planning), (Social_&_Content), (Media_Buying)",,,,"United Kingdom, United States",united kingdom,Started,GH05T Ltd.,1,3.0,0,1.0,0,0,0,0,0,1,0.1162790697674418,0,0,0,0,1,0,0,0,"(Social_Media), (Creative_Production)","(Media_Public Relations & Events), (Advertising_Brand & Creative)"
Aviva Award Entries,Aviva,Reed Words,"(Brand_Strategy), (Copywriting), (Corporate_Communications), (EVP_/_Employer_Branding), (Internal_Communications), (Purpose), (Values_&_Culture)","(Administrative_and_Support_Services), (Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Grocery), (Healthcare), (Hospitality), (Industry_Associations), (Not-for-Profit), (Pharmaceutical), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Travel_and_Tourism), (Utilities), (Scale-up), (Start-up)",Verbal branding and copy writing ,We make brands and business stronger through language.,"(Marketing_Planning), (Social_&_Content)","(Copywriting), (Naming), (Tone_of_Voice), (Brand_Voice), (Verbal_Identity)",Making Brands and Businesses Stronger Through Words,"FMCG,Retail,Non-Profit","United Kingdom, United States",united kingdom,Finished,Reed Words,1,5.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,0,0,1,0,0,0,(Copywriting),(Advertising_Brand & Creative)
Aviva Social Media Team,Aviva,GH05T Ltd.,"(Data_Analytics), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production)","(Alcoholic_Beverages), (Beauty), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Grocery), (Healthcare), (Pharmaceutical), (Start-up)",We are a social media agency operating in the brand space.,We are a social media agency operating in the brand space.,"(Brand_Strategy), (Creative_&_Production), (Marketing_Planning), (Social_&_Content), (Media_Buying)",,,,"United Kingdom, United States",united kingdom,Started,GH05T Ltd.,2,3.0,0,0.0,0,1,1,1,1,0,0.7441860465116279,0,0,0,0,1,0,0,0,(Search_Engine_Optimization/Search_Engine_Marketing),(Media_Public Relations & Events)
Aviva Social Media Team,Aviva,Buddy Media,"(Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Social_Media), (Digital_Performance_Marketing), (Experiential_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (SEO_/_SEM), (Social_&_Influencer_Marketing)",(B2B),"A data-led, results-focused performance marketing agency.","A data-led, results-focused performance marketing agency.","(Marketing_Planning), (Digital_Marketing), (Social_&_Content)",(Experiential_&_Performance_Influencer),Pioneering social first marketing to deliver viral social activations,"Entertainment,Technology,Drinks,Hospitality,Financial Services",United Kingdom,united kingdom,Started,GH05T Ltd.,2,3.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,0,0,1,0,0,0,(Search_Engine_Optimization/Search_Engine_Marketing),(Media_Public Relations & Events)
SHIRO customer journeys,Aviva,Shoreditch Design Studio,"(Brand_Design), (UX_&_UI_Design), (Mobile_App_Development), (Brand_Strategy), (Video_Production)",(B2B),The creative agency for your next big thing,The creative agency for your next big thing,"(Strategic_Design), (UX/UI_Design)","(Product_Design), (Print_Design), (Animation), (Illustration)","We create high quality digital design for businesses. UI, UX, branding, illustration, mobile design and more. You talk directly to designers who will turn your expectations into reality at speed.","Automotive,Fitness,Health,Insurance,Fintech,Tech,Retail","Australia, United Kingdom, United States",united kingdom,Started,Shoreditch Design Studio,1,7.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,0,0,0,1,0,0,(Web_Development),(Tech & Development)
